Date Time, Water Level, I, L 
1998-01-01 00:00,244.691,0,0
1998-01-02 00:00,244.660,0,0
1998-01-03 00:00,244.648,0,0
1998-01-04 00:00,244.430,0,0
1998-01-05 00:00,244.539,0,0
1998-01-06 00:00,244.643,0,0
1998-01-07 00:00,244.506,0,0
1998-01-08 00:00,244.600,0,0
1998-01-09 00:00,245.035,0,0
1998-01-10 00:00,245.328,0,0
1998-01-11 00:00,245.298,0,0
1998-01-12 00:00,245.264,0,0
1998-01-13 00:00,245.668,0,0
1998-01-14 00:00,245.375,0,1
1998-01-31 00:00,246.025,0,0
1998-02-01 00:00,246.039,0,0
1998-02-02 00:00,246.069,0,0
1998-02-03 00:00,246.058,0,0
1998-02-04 00:00,245.914,0,0
1998-02-05 00:00,245.852,0,0
1998-02-06 00:00,245.991,0,0
1998-02-07 00:00,245.996,0,0
1998-02-08 00:00,246.011,0,0
1998-02-09 00:00,246.039,0,0
1998-02-10 00:00,246.090,0,0
1998-02-11 00:00,246.065,0,0
1998-02-12 00:00,246.258,0,0
1998-02-13 00:00,246.121,0,0
1998-02-14 00:00,246.082,0,0
1998-02-15 00:00,246.068,0,0
1998-02-16 00:00,246.041,0,0
1998-02-17 00:00,245.910,0,0
1998-02-18 00:00,246.010,0,0
1998-02-19 00:00,246.204,0,0
1998-02-20 00:00,246.271,0,0
1998-02-21 00:00,246.307,0,0
1998-02-22 00:00,246.255,0,0
1998-02-23 00:00,246.186,0,0
1998-02-24 00:00,246.243,0,0
1998-02-25 00:00,246.340,0,0
1998-02-26 00:00,246.263,0,0
1998-02-27 00:00,246.198,0,0
1998-02-28 00:00,246.229,0,0
1998-03-01 00:00,246.346,0,0
1998-03-02 00:00,246.317,0,0
1998-03-03 00:00,246.326,0,0
1998-03-04 00:00,246.396,0,0
1998-03-05 00:00,246.373,0,0
1998-03-06 00:00,246.329,0,0
1998-03-07 00:00,246.330,0,0
1998-03-08 00:00,246.175,0,0
1998-03-09 00:00,246.416,0,0
1998-03-10 00:00,246.584,0,0
1998-03-11 00:00,246.511,0,0
1998-03-12 00:00,246.522,0,0
1998-03-13 00:00,246.548,0,0
1998-03-14 00:00,246.587,0,0
