Date Time, Water Level, I, L 
1998-01-01 00:00,244.618,0,0
1998-01-02 00:00,244.637,0,0
1998-01-03 00:00,244.658,0,0
1998-01-04 00:00,244.743,0,0
1998-01-05 00:00,244.729,0,0
1998-01-06 00:00,244.761,0,0
1998-01-07 00:00,244.860,0,0
1998-01-08 00:00,245.023,0,0
1998-01-09 00:00,245.069,0,0
1998-01-10 00:00,245.130,0,0
1998-01-11 00:00,245.300,0,0
1998-01-12 00:00,245.454,0,0
1998-01-13 00:00,245.360,0,0
1998-01-14 00:00,245.567,0,0
1998-01-15 00:00,245.720,0,0
1998-01-16 00:00,245.686,0,0
1998-01-17 00:00,245.719,0,0
1998-01-18 00:00,245.734,0,0
1998-01-19 00:00,245.769,0,0
1998-01-20 00:00,245.806,0,0
1998-01-21 00:00,245.862,0,0
1998-01-22 00:00,245.986,0,0
1998-01-23 00:00,246.011,0,0
1998-01-24 00:00,245.963,0,0
1998-01-25 00:00,245.946,0,0
1998-01-26 00:00,246.100,0,0
1998-01-27 00:00,246.122,0,0
1998-01-28 00:00,246.087,0,0
1998-01-29 00:00,246.164,0,0
1998-01-30 00:00,246.109,0,0
1998-01-31 00:00,246.148,0,0
1998-02-01 00:00,246.185,0,0
1998-02-02 00:00,246.179,0,0
1998-02-03 00:00,246.188,0,0
1998-02-04 00:00,246.243,0,0
1998-02-05 00:00,246.213,0,0
1998-02-06 00:00,246.200,0,0
1998-02-07 00:00,246.213,0,0
1998-02-08 00:00,246.198,0,0
1998-02-09 00:00,246.192,0,0
1998-02-10 00:00,246.218,0,0
1998-02-11 00:00,246.253,0,0
1998-02-12 00:00,246.149,0,0
1998-02-13 00:00,246.244,0,0
1998-02-14 00:00,246.258,0,0
1998-02-15 00:00,246.268,0,0
1998-02-16 00:00,246.285,0,0
1998-02-17 00:00,246.366,0,0
1998-02-18 00:00,246.379,0,0
1998-02-19 00:00,246.316,0,0
1998-02-20 00:00,246.325,0,0
1998-02-21 00:00,246.318,0,0
1998-02-22 00:00,246.351,0,0
1998-02-23 00:00,246.406,0,0
1998-02-24 00:00,246.342,0,0
1998-02-25 00:00,246.276,0,0
1998-02-26 00:00,246.360,0,0
1998-02-27 00:00,246.399,0,0
1998-02-28 00:00,246.350,0,0
1998-03-01 00:00,246.371,0,0
1998-03-02 00:00,246.400,0,0
1998-03-03 00:00,246.430,0,0
1998-03-04 00:00,246.407,0,0
1998-03-05 00:00,246.446,0,0
1998-03-06 00:00,246.474,0,0
1998-03-07 00:00,246.448,0,0
1998-03-08 00:00,246.601,0,0
1998-03-09 00:00,246.551,0,0
1998-03-10 00:00,246.489,0,0
1998-03-11 00:00,246.538,0,0
1998-03-12 00:00,246.544,0,0
1998-03-13 00:00,246.564,0,0
1998-03-14 00:00,246.556,0,0
1998-03-15 00:00,246.577,0,0
1998-03-16 00:00,246.591,0,0
1998-03-17 00:00,246.604,0,0
1998-03-18 00:00,246.621,0,0
1998-03-19 00:00,246.643,0,0
1998-03-20 00:00,246.644,0,0
1998-03-21 00:00,246.750,0,0
1998-03-22 00:00,246.613,0,0
1998-03-23 00:00,246.599,0,0
1998-03-24 00:00,246.631,0,0
1998-03-25 00:00,246.653,0,0
1998-03-26 00:00,246.647,0,0
1998-03-27 00:00,246.629,0,0
1998-03-28 00:00,246.679,0,0
1998-03-29 00:00,246.702,0,0
1998-03-30 00:00,246.743,0,0
1998-03-31 00:00,246.841,0,0
1998-04-01 00:00,246.895,0,0
1998-04-02 00:00,247.010,0,0
1998-04-03 00:00,247.082,0,0
1998-04-04 00:00,247.185,0,0
1998-04-05 00:00,247.212,0,0
1998-04-06 00:00,247.274,0,0
1998-04-07 00:00,247.386,0,0
1998-04-08 00:00,247.493,0,0
1998-04-09 00:00,247.506,0,0
1998-04-10 00:00,247.455,0,0
1998-04-11 00:00,247.480,0,0
1998-04-12 00:00,247.511,0,0
1998-04-13 00:00,247.568,0,0
1998-04-14 00:00,247.559,0,0
1998-04-15 00:00,247.536,0,0
