Date Time, Water Level, I, L 
1978-01-01 00:00,246.021,0,0
1978-01-02 00:00,246.255,0,0
1978-01-03 00:00,246.275,0,0
1978-01-04 00:00,246.081,0,0
1978-01-05 00:00,246.071,0,0
1978-01-06 00:00,246.029,0,0
1978-01-07 00:00,245.982,0,0
1978-01-08 00:00,245.967,0,0
1978-01-09 00:00,246.582,0,0
1978-01-10 00:00,246.624,0,0
1978-01-11 00:00,246.545,0,0
1978-01-12 00:00,246.360,0,0
1978-01-13 00:00,246.278,0,0
1978-01-14 00:00,246.399,0,0
1978-01-15 00:00,246.473,0,0
1978-01-16 00:00,246.484,0,0
1978-01-17 00:00,246.334,0,0
1978-01-18 00:00,246.448,0,0
1978-01-19 00:00,246.382,0,0
1978-01-20 00:00,246.345,0,0
1978-01-21 00:00,246.495,0,0
1978-01-22 00:00,246.494,0,0
1978-01-23 00:00,246.480,0,0
1978-01-24 00:00,246.383,0,0
1978-01-25 00:00,246.399,0,0
1978-01-26 00:00,246.503,0,0
1978-01-27 00:00,246.759,0,0
1978-01-28 00:00,246.716,0,0
1978-01-29 00:00,246.714,0,0
1978-01-30 00:00,246.726,0,0
1978-01-31 00:00,246.701,0,0
1978-02-01 00:00,246.730,0,0
1978-02-02 00:00,246.625,0,0
1978-02-03 00:00,246.606,0,0
1978-02-04 00:00,246.598,0,0
1978-02-05 00:00,246.549,0,0
1978-02-06 00:00,246.617,0,0
1978-02-07 00:00,246.685,0,0
1978-02-08 00:00,246.589,0,0
1978-02-09 00:00,246.622,0,0
1978-02-10 00:00,246.591,0,0
1978-02-11 00:00,246.678,0,0
1978-02-12 00:00,246.705,0,0
1978-02-13 00:00,246.538,0,0
1978-02-14 00:00,246.534,0,0
1978-02-15 00:00,246.505,0,0
1978-02-16 00:00,246.475,0,0
1978-02-17 00:00,246.504,0,0
1978-02-18 00:00,246.487,0,0
1978-02-19 00:00,246.478,0,0
1978-02-20 00:00,246.408,0,0
1978-02-21 00:00,246.418,0,0
1978-02-22 00:00,246.473,0,0
1978-02-23 00:00,246.430,0,0
1978-02-24 00:00,246.384,0,0
1978-02-25 00:00,246.294,0,0
1978-02-26 00:00,246.331,0,0
1978-02-27 00:00,246.309,0,0
1978-02-28 00:00,246.227,0,0
1978-03-01 00:00,246.235,0,0
1978-03-02 00:00,246.214,0,0
1978-03-03 00:00,246.138,0,0
1978-03-04 00:00,246.272,0,0
1978-03-05 00:00,246.203,0,0
1978-03-06 00:00,246.142,0,0
1978-03-07 00:00,246.058,0,0
1978-03-08 00:00,245.992,0,0
1978-03-09 00:00,245.978,0,0
1978-03-10 00:00,245.960,0,0
1978-03-11 00:00,245.913,0,0
1978-03-12 00:00,245.911,0,0
1978-03-13 00:00,245.844,0,0
1978-03-14 00:00,245.837,0,0
1978-03-15 00:00,245.959,0,0
1978-03-16 00:00,245.910,0,0
1978-03-17 00:00,245.910,0,0
1978-03-18 00:00,245.917,0,0
1978-03-19 00:00,246.029,0,0
1978-03-20 00:00,245.851,0,0
1978-03-21 00:00,245.885,0,0
1978-03-22 00:00,245.994,0,0
1978-03-23 00:00,246.041,0,0
1978-03-24 00:00,246.092,0,0
1978-03-25 00:00,246.008,0,0
1978-03-26 00:00,245.999,0,0
1978-03-27 00:00,246.149,0,0
1978-03-28 00:00,246.155,0,0
1978-03-29 00:00,246.236,0,0
1978-03-30 00:00,246.221,0,0
1978-03-31 00:00,246.180,0,0
1978-04-01 00:00,246.296,0,0
1978-04-02 00:00,246.386,0,0
1978-04-03 00:00,246.254,0,0
1978-04-04 00:00,246.312,0,0
1978-04-05 00:00,246.460,0,0
1978-04-06 00:00,246.380,0,0
1978-04-07 00:00,246.583,0,0
1978-04-08 00:00,246.664,0,0
1978-04-09 00:00,246.620,0,0
1978-04-10 00:00,246.571,0,0
1978-04-11 00:00,246.628,0,0
1978-04-12 00:00,246.721,0,0
1978-04-13 00:00,246.781,0,0
1978-04-14 00:00,246.856,0,0
1978-04-15 00:00,246.888,0,0
1978-04-16 00:00,246.858,0,0
1978-04-17 00:00,246.857,0,0
1978-04-18 00:00,246.837,0,0
1978-04-19 00:00,246.841,0,0
1978-04-20 00:00,247.014,0,0
1978-04-21 00:00,247.116,0,0
1978-04-22 00:00,247.119,0,0
1978-04-23 00:00,247.104,0,0
1978-04-24 00:00,247.120,0,0
