Date Time, Water Level, I, L 
2018-01-01 00:00,245.148,0,0
2018-01-02 00:00,245.384,0,0
2018-01-03 00:00,245.440,0,0
2018-01-04 00:00,245.210,0,0
2018-01-05 00:00,245.256,0,0
2018-01-06 00:00,245.187,0,0
2018-01-07 00:00,245.220,0,0
2018-01-08 00:00,245.272,0,0
2018-01-09 00:00,245.217,0,0
2018-01-10 00:00,245.161,0,0
2018-01-11 00:00,245.210,0,0
2018-01-12 00:00,245.269,0,0
2018-01-13 00:00,245.318,0,0
2018-01-14 00:00,245.344,0,0
2018-01-15 00:00,245.295,0,0
2018-01-16 00:00,245.443,0,0
2018-01-17 00:00,245.597,0,0
2018-01-18 00:00,245.614,0,0
2018-01-19 00:00,245.581,0,0
2018-01-20 00:00,245.627,0,0
2018-01-21 00:00,245.512,0,0
2018-01-22 00:00,245.394,0,0
2018-01-23 00:00,245.689,0,0
2018-01-24 00:00,245.650,0,0
2018-01-25 00:00,245.604,0,0
2018-01-26 00:00,245.577,0,0
2018-01-27 00:00,245.699,0,0
2018-01-28 00:00,245.646,0,0
2018-01-29 00:00,245.528,0,0
2018-01-30 00:00,245.650,0,0
2018-01-31 00:00,245.663,0,0
2018-02-01 00:00,245.732,0,0
2018-02-02 00:00,245.653,0,0
2018-02-03 00:00,245.719,0,0
2018-02-04 00:00,245.709,0,0
2018-02-05 00:00,245.722,0,0
2018-02-06 00:00,245.659,0,0
2018-02-07 00:00,245.600,0,0
2018-02-08 00:00,245.659,0,0
2018-02-09 00:00,245.571,0,0
2018-02-10 00:00,245.574,0,0
2018-02-11 00:00,245.564,0,0
2018-02-12 00:00,245.604,0,0
2018-02-13 00:00,245.495,0,0
2018-02-14 00:00,245.551,0,0
2018-02-15 00:00,245.512,0,0
2018-02-16 00:00,245.597,0,0
2018-02-17 00:00,245.492,0,0
2018-02-18 00:00,245.525,0,0
2018-02-19 00:00,245.486,0,0
2018-02-20 00:00,245.535,0,0
2018-02-21 00:00,245.653,0,0
2018-02-22 00:00,245.561,0,0
2018-02-23 00:00,245.650,0,0
2018-02-24 00:00,245.682,0,0
2018-02-25 00:00,245.751,0,0
2018-02-26 00:00,245.810,0,0
2018-02-27 00:00,245.781,0,0
2018-02-28 00:00,245.787,0,0
2018-03-01 00:00,245.663,0,0
2018-03-02 00:00,245.735,0,0
2018-03-03 00:00,245.801,0,0
2018-03-04 00:00,245.807,0,0
2018-03-05 00:00,245.768,0,0
2018-03-06 00:00,245.722,0,0
2018-03-07 00:00,245.751,0,0
2018-03-08 00:00,245.869,0,0
2018-03-09 00:00,245.922,0,0
2018-03-10 00:00,245.892,0,0
2018-03-11 00:00,245.843,0,0
2018-03-12 00:00,245.804,0,0
2018-03-13 00:00,245.843,0,0
2018-03-14 00:00,245.928,0,0
2018-03-15 00:00,245.863,0,0
2018-03-16 00:00,245.899,0,0
2018-03-17 00:00,245.745,0,0
2018-03-18 00:00,245.699,0,0
2018-03-19 00:00,245.656,0,0
2018-03-20 00:00,245.564,0,0
2018-03-21 00:00,245.518,0,0
2018-03-22 00:00,245.646,0,0
2018-03-23 00:00,245.633,0,0
2018-03-24 00:00,245.531,0,0
2018-03-25 00:00,245.479,0,0
2018-03-26 00:00,245.453,0,0
2018-03-27 00:00,245.515,0,0
2018-03-28 00:00,245.528,0,0
2018-03-29 00:00,245.469,0,0
2018-03-30 00:00,245.643,0,0
2018-03-31 00:00,245.594,0,0
2018-04-01 00:00,245.741,0,0
2018-04-02 00:00,245.597,0,0
2018-04-03 00:00,245.515,0,0
2018-04-04 00:00,246.053,0,0
2018-04-05 00:00,245.768,0,0
2018-04-06 00:00,245.827,0,0
2018-04-07 00:00,245.889,0,0
2018-04-08 00:00,245.807,0,0
2018-04-09 00:00,245.748,0,0
2018-04-10 00:00,245.781,0,0
2018-04-11 00:00,245.764,0,0
2018-04-12 00:00,245.751,0,0
2018-04-13 00:00,245.751,0,0
2018-04-14 00:00,245.482,0,0
2018-04-15 00:00,245.472,0,0
2018-04-16 00:00,245.935,0,0
2018-04-17 00:00,246.188,0,0
2018-04-18 00:00,246.230,0,0
2018-04-19 00:00,246.161,0,0
2018-04-20 00:00,246.220,0,0
2018-04-21 00:00,246.227,0,0
2018-04-22 00:00,246.211,0,0
2018-04-23 00:00,246.178,0,0
2018-04-24 00:00,246.220,0,0
2018-04-25 00:00,246.257,0,0
2018-04-26 00:00,246.430,0,0
2018-04-27 00:00,246.325,0,0
2018-04-28 00:00,246.424,0,0
2018-04-29 00:00,246.496,0,0
2018-04-30 00:00,246.529,0,0
2018-05-01 00:00,246.483,0,0
2018-05-02 00:00,246.506,0,0
2018-05-03 00:00,246.539,0,0
2018-05-04 00:00,246.677,0,0
2018-05-05 00:00,246.644,0,0
2018-05-06 00:00,246.637,0,0
2018-05-07 00:00,246.670,0,0
2018-05-08 00:00,246.683,0,0
2018-05-09 00:00,246.699,0,0
2018-05-10 00:00,246.821,0,0
2018-05-11 00:00,246.765,0,0
2018-05-12 00:00,246.778,0,0
2018-05-13 00:00,246.785,0,0
2018-05-14 00:00,246.811,0,0
2018-05-15 00:00,246.847,0,0
