Date Time, Water Level, I, L 
2008-01-01 00:00,244.217,0,0
2008-01-02 00:00,244.341,0,0
2008-01-03 00:00,244.255,0,0
2008-01-04 00:00,244.246,0,0
2008-01-05 00:00,244.188,0,0
2008-01-06 00:00,244.214,0,0
2008-01-07 00:00,244.250,0,0
2008-01-08 00:00,244.286,0,0
2008-01-09 00:00,244.506,0,0
2008-01-10 00:00,244.425,0,0
2008-01-11 00:00,244.510,0,0
2008-01-12 00:00,244.585,0,0
2008-01-13 00:00,244.534,0,0
2008-01-14 00:00,244.633,0,0
2008-01-15 00:00,244.728,0,0
2008-01-16 00:00,244.717,0,0
2008-01-17 00:00,244.637,0,0
2008-01-18 00:00,244.847,0,0
2008-01-19 00:00,244.837,0,0
2008-01-20 00:00,244.951,0,0
2008-01-21 00:00,244.866,0,0
2008-01-22 00:00,244.807,0,0
2008-01-23 00:00,244.908,0,0
2008-01-24 00:00,244.876,0,0
2008-01-25 00:00,244.959,0,0
2008-01-26 00:00,244.817,0,0
2008-01-27 00:00,244.802,0,0
2008-01-28 00:00,244.809,0,0
2008-01-29 00:00,244.746,0,0
2008-01-30 00:00,245.095,0,0
2008-01-31 00:00,244.865,0,0
2008-02-01 00:00,244.808,0,0
2008-02-02 00:00,245.015,0,0
2008-02-03 00:00,244.950,0,0
2008-02-04 00:00,244.871,0,0
2008-02-05 00:00,244.962,0,0
2008-02-06 00:00,245.003,0,0
2008-02-07 00:00,245.149,0,0
2008-02-08 00:00,245.138,0,0
2008-02-09 00:00,245.152,0,0
2008-02-10 00:00,245.507,0,0
2008-02-11 00:00,245.459,0,0
2008-02-12 00:00,245.142,0,0
2008-02-13 00:00,245.291,0,0
2008-02-14 00:00,245.271,0,0
2008-02-15 00:00,245.368,0,0
2008-02-16 00:00,245.236,0,0
2008-02-17 00:00,245.105,0,0
2008-02-18 00:00,245.346,0,0
2008-02-19 00:00,245.458,0,0
2008-02-20 00:00,245.462,0,0
2008-02-21 00:00,245.363,0,0
2008-02-22 00:00,245.336,0,0
2008-02-23 00:00,245.388,0,0
2008-02-24 00:00,245.389,0,0
2008-02-25 00:00,245.372,0,0
2008-02-26 00:00,245.379,0,0
2008-02-27 00:00,245.475,0,0
2008-02-28 00:00,245.433,0,0
2008-02-29 00:00,245.251,0,0
2008-03-01 00:00,245.474,0,0
2008-03-02 00:00,245.342,0,0
2008-03-03 00:00,245.290,0,0
2008-03-04 00:00,245.378,0,0
2008-03-05 00:00,245.481,0,0
2008-03-06 00:00,245.422,0,0
2008-03-07 00:00,245.465,0,0
2008-03-08 00:00,245.630,0,0
2008-03-09 00:00,245.798,0,0
2008-03-10 00:00,245.587,0,0
2008-03-11 00:00,245.562,0,0
2008-03-12 00:00,245.644,0,0
2008-03-13 00:00,245.536,0,0
2008-03-14 00:00,245.563,0,0
2008-03-15 00:00,245.606,0,0
2008-03-16 00:00,245.644,0,0
2008-03-17 00:00,245.587,0,0
2008-03-18 00:00,245.497,0,0
2008-03-19 00:00,245.658,0,0
2008-03-20 00:00,245.919,0,0
2008-03-21 00:00,245.887,0,0
2008-03-22 00:00,245.810,0,0
2008-03-23 00:00,245.776,0,0
2008-03-24 00:00,245.774,0,0
2008-03-25 00:00,245.729,0,0
2008-03-26 00:00,245.835,0,0
2008-03-27 00:00,245.815,0,0
2008-03-28 00:00,245.886,0,0
2008-03-29 00:00,245.862,0,0
2008-03-30 00:00,245.791,0,0
2008-03-31 00:00,245.827,0,0
2008-04-01 00:00,246.033,0,0
2008-04-02 00:00,246.088,0,0
2008-04-03 00:00,245.987,0,0
2008-04-04 00:00,246.039,0,0
2008-04-05 00:00,246.134,0,0
2008-04-06 00:00,246.128,0,0
2008-04-07 00:00,246.094,0,0
2008-04-08 00:00,246.188,0,0
2008-04-09 00:00,246.247,0,0
2008-04-10 00:00,246.324,0,0
2008-04-11 00:00,246.330,0,0
2008-04-12 00:00,246.560,0,0
2008-04-13 00:00,246.640,0,0
2008-04-14 00:00,246.689,0,0
2008-04-15 00:00,246.722,0,0
2008-04-16 00:00,246.740,0,0
2008-04-17 00:00,246.776,0,0
2008-04-18 00:00,246.820,0,0
2008-04-19 00:00,246.831,0,0
2008-04-20 00:00,246.825,0,0
2008-04-21 00:00,246.878,0,0
2008-04-22 00:00,246.892,0,0
2008-04-23 00:00,246.932,0,0
2008-04-24 00:00,246.953,0,0
2008-04-25 00:00,246.935,0,0
2008-04-26 00:00,246.964,0,0
2008-04-27 00:00,246.997,0,0
2008-04-28 00:00,247.053,0,0
2008-04-29 00:00,247.126,0,0
2008-04-30 00:00,247.093,0,0
2008-05-01 00:00,247.062,0,0
2008-05-02 00:00,247.050,0,0
2008-05-03 00:00,247.046,0,0
2008-05-04 00:00,247.175,0,0
2008-05-05 00:00,247.126,0,0
2008-05-06 00:00,247.143,0,0
2008-05-07 00:00,247.125,0,0
2008-05-08 00:00,247.180,0,0
2008-05-09 00:00,247.180,0,0
2008-05-10 00:00,247.167,0,0
2008-05-11 00:00,247.092,0,0
2008-05-12 00:00,247.120,0,0
2008-05-13 00:00,247.101,0,0
2008-05-14 00:00,247.069,0,0
2008-05-15 00:00,247.092,0,0
2008-05-16 00:00,247.062,0,0
2008-05-17 00:00,247.025,0,0
2008-05-18 00:00,247.039,0,0
2008-05-19 00:00,247.086,0,0
2008-05-20 00:00,247.002,0,0
2008-05-21 00:00,247.002,0,0
2008-05-22 00:00,247.033,0,0
2008-05-23 00:00,247.019,0,0
2008-05-24 00:00,246.986,0,0
2008-05-25 00:00,246.919,0,0
2008-05-26 00:00,246.893,0,0
2008-05-27 00:00,246.925,0,0
2008-05-28 00:00,246.880,0,0
2008-05-29 00:00,246.851,0,0
2008-05-30 00:00,246.788,0,0
2008-05-31 00:00,246.800,0,0
2008-06-01 00:00,246.827,0,0
2008-06-02 00:00,246.790,0,0
2008-06-03 00:00,246.755,0,0
2008-06-04 00:00,246.744,0,0
2008-06-05 00:00,246.698,0,0
2008-06-06 00:00,246.715,0,0
2008-06-07 00:00,246.694,0,0
2008-06-08 00:00,246.704,0,0
2008-06-09 00:00,246.717,0,0
2008-06-10 00:00,246.742,0,0
2008-06-11 00:00,246.752,0,0
2008-06-12 00:00,246.721,0,0
2008-06-13 00:00,246.677,0,0
2008-06-14 00:00,246.698,0,0
2008-06-15 00:00,246.676,0,0
2008-06-16 00:00,246.683,0,0
2008-06-17 00:00,246.723,0,0
2008-06-18 00:00,246.696,0,0
2008-06-19 00:00,246.671,0,0
2008-06-20 00:00,246.635,0,0
2008-06-21 00:00,246.592,0,1
2008-06-22 00:00,246.585,0,0
2008-06-23 00:00,246.575,0,0
2008-06-24 00:00,246.602,0,0
2008-06-25 00:00,246.548,0,0
2008-06-26 00:00,246.537,0,0
2008-06-27 00:00,246.531,0,0
2008-06-28 00:00,246.517,0,0
2008-06-29 00:00,246.579,0,0
2008-06-30 00:00,246.622,0,0
2008-07-01 00:00,246.601,0,0
2008-07-02 00:00,246.546,0,0
2008-07-03 00:00,246.600,0,0
2008-07-04 00:00,246.583,0,0
2008-07-05 00:00,246.548,0,0
2008-07-06 00:00,246.487,0,0
2008-07-07 00:00,246.435,0,0
2008-07-08 00:00,246.412,0,0
2008-07-09 00:00,246.463,0,0
2008-07-10 00:00,246.494,0,0
2008-07-11 00:00,246.462,0,0
2008-07-12 00:00,246.399,0,0
2008-07-13 00:00,246.413,0,0
2008-07-14 00:00,246.423,0,0
2008-07-15 00:00,246.396,0,0
2008-07-16 00:00,246.383,0,0
2008-07-17 00:00,246.358,0,0
2008-07-18 00:00,246.325,0,0
2008-07-19 00:00,246.337,0,0
2008-07-20 00:00,246.429,0,0
2008-07-21 00:00,246.451,0,0
2008-07-22 00:00,246.413,0,0
2008-07-23 00:00,246.434,0,0
2008-07-24 00:00,246.494,0,0
2008-07-25 00:00,246.503,0,0
2008-07-26 00:00,246.504,0,0
2008-07-27 00:00,246.530,0,0
2008-07-28 00:00,246.567,0,0
2008-07-29 00:00,246.574,0,0
2008-07-30 00:00,246.506,0,0
2008-07-31 00:00,246.559,0,0
2008-08-01 00:00,246.537,0,0
2008-08-02 00:00,246.544,0,0
2008-08-03 00:00,246.554,0,0
2008-08-04 00:00,246.504,0,0
2008-08-05 00:00,246.424,0,0
2008-08-06 00:00,246.504,0,0
2008-08-07 00:00,246.491,0,0
2008-08-08 00:00,246.513,0,0
2008-08-09 00:00,246.464,0,0
2008-08-10 00:00,246.445,0,0
2008-08-11 00:00,246.456,0,0
2008-08-12 00:00,246.475,0,0
2008-08-13 00:00,246.446,0,0
2008-08-14 00:00,246.396,0,0
2008-08-15 00:00,246.368,0,0
2008-08-16 00:00,246.391,0,0
2008-08-17 00:00,246.367,0,0
2008-08-18 00:00,246.359,0,0
2008-08-19 00:00,246.387,0,0
